Bin_center_value,Bin_counts
0.225434378,0
0.225740628,0
0.226046878,0
0.226353128,0
0.226659378,0
0.226965628,1
0.227271878,0
0.227578128,0
0.227884378,0
0.228190628,0
0.228496878,0
0.228803128,0
0.229109378,0
0.229415628,0
0.229721878,0
0.230028128,0
0.230334378,0
0.230640628,0
0.230946878,0
0.231253128,0
0.231559378,0
0.231865628,1
0.232171878,1
0.232478128,2
0.232784378,0
0.233090628,0
0.233396878,0
0.233703128,0
0.234009378,0
0.234315628,0
0.234621878,0
0.234928128,0
0.235234378,0
0.235540628,0
0.235846878,0
0.236153128,0
0.236459378,0
0.236765628,0
0.237071878,0
0.237378128,0
0.237684378,0
0.237990628,0
0.238296878,0
0.238603128,0
0.238909378,0
0.239215628,0
0.239521878,0
0.239828128,0
0.240134378,0
0.240440628,0
0.240746878,0
0.241053128,0
0.241359378,0
0.241665628,0
0.241971878,0
0.242278128,0
0.242584378,0
0.242890628,0
0.243196878,0
0.243503128,0
0.243809378,0
0.244115628,0
0.244421878,0
0.244728128,0
0.245034378,0
0.245340628,0
0.245646878,1
